TIPO ;SITUAÇÃO;Cód.Equipamento;Cod. Material;Descrição;OC;Qtde. Solicitada;Qtde. Pendente;Qtde. Entregue;Data da Solicitação;Data O.C.;Dias p/ entrega;Status entrega;Data p/ entrega;Dias para OC ser gerada;Nr. Solicitação;Nr. Requisição;Nr. O.C.;Cód. Obj Custo;Descrição Obj. Custo;Valor Última Compra;Cod. Fornecedor;Fornecedor;Cidade;Estado;Status;Índice;Status no Almoxarifado;Ref.1;N_SOLIC;N_OC;Teste;Dias s/ O.C.;Mês
Lubrificação;;Lubrificação;93154;93154 - BOMBA MANUAL ROTATIVA TRANSF. OLEO LUBRIFICANTE REF: 12.210.0073;Apenas Solicitação;1;1;;07/07/2025;;;;;Aguardando OC;410458;;0;221;Almoxarifados - Estoque geral;0;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Lubrificação;;Lubrificação;93155;93155 - EQUIPAMENTO FIXO C/ RESERVATORIO IBC - 1000L P/ OLEO LUBRIFICANTE REF: 01.421.0226;Apenas Solicitação;1;1;;07/07/2025;;;;;Aguardando OC;410456;;0;221;Almoxarifados - Estoque geral;0;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Caminhões;;1047;93166;93166 - CANO DO ESCAPAMENTO REF: 21710424 TM1166 (VOLVO VM 270);Tem OC;1;1;;07/07/2025;19/07/2025;2  DC;Atrasado;21/07/2025;12;410482;;171140;221;Almoxarifados - Estoque geral;1.544,00;5910;VANNUCCI;Recife;PE;Pendente;;Entrega pendente;1;1;0,333333333;0;;julho
Caminhões;;1047;93167;93167 - MANGUEIRA DE RESFRIAMENTO DE OLEO DO CAMBIO REF: 22269854 (VOLVO VM 270);Tem OC;2;2;;07/07/2025;19/07/2025;2  DC;Atrasado;21/07/2025;12;410483;;171140;221;Almoxarifados - Estoque geral;710;5910;VANNUCCI;Recife;PE;Pendente;;Entrega pendente;1;1;0,333333333;0;;julho
Caminhões;;1047;93169;93169 - CILINDRO ATUADOR DE EMBREAGEM REF: 22429963 (VOLVO VM 270);Tem OC;1;1;;07/07/2025;19/07/2025;1  DC;Atrasado;20/07/2025;12;410480;;171140;221;Almoxarifados - Estoque geral;2.660,00;5910;VANNUCCI;Recife;PE;Pendente;;Entrega pendente;1;1;0,333333333;0;;julho
Colhedoras;;5001;93171;93171 - MANGUEIRA REF: R521379 (COLHEDORA JD CH670);Tem OC;1;0;1;07/07/2025;15/07/2025;1  UT;Atrasado;16/07/2025;8;410484;;170971;221;Almoxarifados - Estoque geral;0;3238;VENEZA              ;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;1;0;;julho
Colhedoras;;Estoque - Colhedoras;93174;93174 - KIT BOMBA D'AGUA REF: RE530194 (COLHEDORA JD CH670);Tem OC;2;0;2;07/07/2025;12/07/2025;1  UT;Atrasado;13/07/2025;5;410506;;170833;221;Almoxarifados - Estoque geral;0;3238;VENEZA              ;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;1;0;;julho
Caldeiraria;;Estoque - Caldeiraria;93207;"93207 - TUBO QUADRADO 50 X 30MM C/ ESPESSURA 1/4""";Apenas Solicitação;425;425;;08/07/2025;;;;;Aguardando OC;410715;;0;221;Almoxarifados - Estoque geral;0;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Caldeiraria;;Estoque - Caldeiraria;93208;"93208 - BARRA CHATA AÇO 1045 DE 1"" LARGURA C/ ESPESSURA DE 1/8""";Apenas Solicitação;38;38;;08/07/2025;;;;;Aguardando OC;410722;;0;221;Almoxarifados - Estoque geral;0;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Veic. Leves;;62;93228;93228 - JUNTA DA TAMPA DE VALVULA REF: 55247076 (FIAT MOBI 1.0 - ANO 2020);Apenas Solicitação;1;1;;09/07/2025;;;;;Aguardando OC;410910;;0;221;Almoxarifados - Estoque geral;0;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Veic. Leves;;62;93229;93229 - RETENTOR DO COMANDO REF: 55189997 (FIAT MOBI 1.0 - ANO 2020);Apenas Solicitação;1;1;;09/07/2025;;;;;Aguardando OC;410911;;0;221;Almoxarifados - Estoque geral;0;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Veic. Leves;;61;93230;93230 - ALAVANCA DO CAMBIO REF: 100234988 (FIAT MOBI / STRADA);Tem OC;1;1;;09/07/2025;19/07/2025;0  DC;Atrasado;19/07/2025;10;410892;;171193;221;Almoxarifados - Estoque geral;0;11130;SUCATA DO RONILDO ;Guarabira;PB;Pendente;;Entrega pendente;1;1;0,5;0;;julho
Veic. Leves;;54;93230;93230 - ALAVANCA DO CAMBIO REF: 100234988 (FIAT MOBI / STRADA);Tem OC;1;1;;09/07/2025;19/07/2025;0  DC;Atrasado;19/07/2025;10;410893;;171193;221;Almoxarifados - Estoque geral;0;11130;SUCATA DO RONILDO ;Guarabira;PB;Pendente;;Entrega pendente;1;1;0,5;0;;julho
Tratores;;2046;93231;93231 - ANEL DE RETENCAO EXTERNO REF: 391129X1 (TRATOR MF 4292);Tem OC;1;0;1;09/07/2025;15/07/2025;1  DC;Atrasado;16/07/2025;6;410955;;170984;221;Almoxarifados - Estoque geral;0;9824;COMERCIAL AGRICOLA;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;julho
Tratores;;2046;93232;93232 - MOLA REF: 3771525M1 ( TRATOR MF 4292 );Tem OC;1;1;;09/07/2025;15/07/2025;12  UT;Atrasado;27/07/2025;6;410958;;170983;221;Almoxarifados - Estoque geral;0;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pendente;;Entrega pendente;1;1;0,125;0;;julho
Tratores;;2046;93236;93236 - RETENTOR REF: 3771696M1 ( TRATOR MF 4292 );Tem OC;1;1;;09/07/2025;15/07/2025;12  UT;Atrasado;27/07/2025;6;410960;;170983;221;Almoxarifados - Estoque geral;0;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pendente;;Entrega pendente;1;1;0,125;0;;julho
Tratores;;2046;93238;93238 - ROLAMENTO DE ROLOS REF: 339481X1 ( TRATOR MF 4292 );Tem OC;1;0;1;09/07/2025;15/07/2025;1  DC;Atrasado;16/07/2025;6;410962;;170984;221;Almoxarifados - Estoque geral;0;9824;COMERCIAL AGRICOLA;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;julho
Tratores;;2046;93239;93239 - LUVA REF: 3771523M3 ( TRATOR MF 4292 );Tem OC;1;1;;09/07/2025;15/07/2025;12  UT;Atrasado;27/07/2025;6;410963;;170983;221;Almoxarifados - Estoque geral;0;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pendente;;Entrega pendente;1;1;0,125;0;;julho
Tratores;;2046;93240;93240 - ANEL REF: 3807876M1 ( TRATOR MF 4292 );Tem OC;1;1;;09/07/2025;15/07/2025;1  DC;Atrasado;16/07/2025;6;410964;;170982;221;Almoxarifados - Estoque geral;0;15127;EQUAGRIL LTDA;São Paulo;SP;Pendente;;Entrega pendente;1;1;0,25;0;;julho
Tratores;;2046;93241;93241 - ANEL DE ENCOSTO REF: 3807875M1 ( TRATOR MF 4292 );Tem OC;1;1;;09/07/2025;15/07/2025;3  UT;Atrasado;18/07/2025;6;410965;;170983;221;Almoxarifados - Estoque geral;0;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pendente;;Entrega pendente;1;1;0,125;0;;julho
Tratores;;2046;93242;"93242 - ANEL ""O"" REF: 3807877M1 ( TRATOR MF 4292 )";Tem OC;1;1;;09/07/2025;15/07/2025;1  DC;Atrasado;16/07/2025;6;410966;;170982;221;Almoxarifados - Estoque geral;0;15127;EQUAGRIL LTDA;São Paulo;SP;Pendente;;Entrega pendente;1;1;0,25;0;;julho
Tratores;;2046;93243;"93243 - ANEL ""O"" REF: 366798X1 ( TRATOR MF 4292 )";Tem OC;1;0;1;09/07/2025;15/07/2025;0  DC;Atrasado;15/07/2025;6;410967;;170985;221;Almoxarifados - Estoque geral;0;14487;FL TRATORES ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;julho
Tratores;;2046;93244;93244 - VEDACAO REF: 3771699M2 ( TRATOR MF 4292 );Tem OC;1;1;;09/07/2025;15/07/2025;3  UT;Atrasado;18/07/2025;6;410969;;170983;221;Almoxarifados - Estoque geral;0;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pendente;;Entrega pendente;1;1;0,125;0;;julho
Tratores;;2046;93245;93245 - ENGRENAGEM REF: 6264833M1 ( TRATOR MF 4292 );Tem OC;1;0;1;09/07/2025;15/07/2025;1  DC;Atrasado;16/07/2025;6;410970;;170984;221;Almoxarifados - Estoque geral;0;9824;COMERCIAL AGRICOLA;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;julho
Tratores;;2046;93249;93249 - LUVA REF: J3611473M1( MF 4290 );Tem OC;1;0;1;09/07/2025;15/07/2025;2  DC;Atrasado;17/07/2025;6;410973;;170985;221;Almoxarifados - Estoque geral;0;14487;FL TRATORES ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;julho
Caminhões;;1030;93255;93255 - JUNTA DO TUBO RESPIRO DO MOTOR REF: A0000181080 (MB AXOR 3344);Tem OC;1;0;1;09/07/2025;15/07/2025;10  UT;Atrasado;25/07/2025;6;411015;;170979;221;Almoxarifados - Estoque geral;0;2106;UNIDAS              ;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,166666667;0;;julho
